OBJECTID,School,CountyReport,Number_of_Total_Cases,ReportDate,
1663,Franklin Middle School,Baltimore,2,9/15/21,15:00:00+00
1664,Frederick High School,Frederick,2,9/15/21,15:00:00+00
1669,Green Holly Elementary School,St. Mary's,2,9/15/21,15:00:00+00
1672,Hammond High School,Howard,2,9/15/21,15:00:00+00
1674,Haver De Grace Elementary School,Harford,2,9/15/21,15:00:00+00
1675,Joppatowne High School,Harford,2,9/15/21,15:00:00+00
1676,Kent Island Elementary School,Queen Anne's,2,9/15/21,15:00:00+00
1678,Laurelwood Elementary School,Howard,2,9/15/21,15:00:00+00
1683,Maryland School for the Deaf,Frederick,2,9/15/21,15:00:00+00
1684,Middletown Elementary,Frederick,2,9/15/21,15:00:00+00
1687,Monsignor Slade Catholic School,Anne Arundel,2,9/15/21,15:00:00+00
1688,Mount Savage School,Allegany,2,9/15/21,15:00:00+00
1690,Myersville Elementary School,Frederick,2,9/15/21,15:00:00+00
1691,New Life Christian School,Frederick,2,9/15/21,15:00:00+00
1694,Oakdale Middle School,Frederick,2,9/15/21,15:00:00+00
1695,Old Forge Elementary School,Washington,2,9/15/21,15:00:00+00
1696,Orchard Groves Elementary School,Frederick,2,9/15/21,15:00:00+00
1699,Pine Grove Elementary School,Baltimore,2,9/15/21,15:00:00+00
1703,River Hill High School,Howard,2,9/15/21,15:00:00+00
1704,Saint Frances Academy,Baltimore City,2,9/15/21,15:00:00+00
1705,Seven Oaks Elementary School,Baltimore,2,9/15/21,15:00:00+00
1706,Severn School,Anne Arundel,2,9/15/21,15:00:00+00
1707,Showell Elementary School,Worcester,2,9/15/21,15:00:00+00
1710,Springfield Middle School,Washington,2,9/15/21,15:00:00+00
1712,St. Margaret School,Harford,2,9/15/21,15:00:00+00
1713,St. Mark School,Baltimore,2,9/15/21,15:00:00+00
1720,Trinity School,Howard,2,9/15/21,15:00:00+00
1722,Valley Elementary School,Frederick,2,9/15/21,15:00:00+00
1723,Walkersville Elementary School,Frederick,2,9/15/21,15:00:00+00
1725,Walkersville Middle School,Frederick,2,9/15/21,15:00:00+00
1727,White Marsh Elementary School,St. Mary's,2,9/15/21,15:00:00+00
1858,Al-Rahmah School,Baltimore,2,9/29/21,15:00:00+00
1859,Beall Elementary School,Allegany,2,9/29/21,15:00:00+00
1861,Bethel Christian Academy,Howard,2,9/29/21,15:00:00+00
1866,Burning Tree Elementary School,Montgomery,2,9/29/21,15:00:00+00
1869,Carroll Manor Elementary School,Baltimore,2,9/29/21,15:00:00+00
1877,Clarksville Elementary,Howard,2,9/29/21,15:00:00+00
1878,Clear Spring High School,Washington,2,9/29/21,15:00:00+00
1883,Crofton Woods Elementary School,Anne Arundel,2,9/29/21,15:00:00+00
1886,Deerfield Elementary School,Harford,2,9/29/21,15:00:00+00
1887,Dublin Elementary School,Harford,2,9/29/21,15:00:00+00
1888,Dundalk Elementary School,Baltimore,2,9/29/21,15:00:00+00
1889,Dunloggin Middle School,Howard,2,9/29/21,15:00:00+00
1890,Dynard Elementary School,St. Mary's,2,9/29/21,15:00:00+00
1892,Ebb Valley Elementary School,Carroll,2,9/29/21,15:00:00+00
1893,Elmer Wolfe Elementary School,Carroll,2,9/29/21,15:00:00+00
1894,"Father Andrew White, S.J. School",St. Mary's,2,9/29/21,15:00:00+00
1896,Forbush School at Hunt Valley (Sheppard Pratt),Baltimore,2,9/29/21,15:00:00+00
1900,Galena Elementary School,Kent,2,9/29/21,15:00:00+00
1904,Greenview Knolls Elementary School,St. Mary's,2,9/29/21,15:00:00+00
1910,Harford Day School,Harford,2,9/29/21,15:00:00+00
1913,Heritage Academy,Washington,2,9/29/21,15:00:00+00
1917,Joppatowne High School,Harford,2,9/29/21,15:00:00+00
1921,Landsdowne High School,Baltimore,2,9/29/21,15:00:00+00
1927,Lucy School,Frederick,2,9/29/21,15:00:00+00
1933,Mattawoman Middle School,Charles,2,9/29/21,15:00:00+00
1937,Mount Airy Middle School,Carroll,2,9/29/21,15:00:00+00
1939,Mount View Middle School,Howard,2,9/29/21,15:00:00+00
1948,North Hagerstown High School,Washington,2,9/29/21,15:00:00+00
1954,Oakdale Elementary School,Frederick,2,9/29/21,15:00:00+00
1956,Ocean City Elementary School,Worcester,2,9/29/21,15:00:00+00
1966,Prince Street Elementary School,Wicomico,2,9/29/21,15:00:00+00
1972,Riverview Elementary School,Baltimore,2,9/29/21,15:00:00+00
1976,School of The Incarnation,Anne Arundel,2,9/29/21,15:00:00+00
1978,Severn Elementary School,Anne Arundel,2,9/29/21,15:00:00+00
1980,Sheppard Pratt School in Glyndon - Reisterstown,Baltimore,2,9/29/21,15:00:00+00
1987,South Hagerstown High School,Washington,2,9/29/21,15:00:00+00
1991,Sparrows Point High School,Baltimore,2,9/29/21,15:00:00+00
1995,St. John's Catholic Preparatory School,Frederick,2,9/29/21,15:00:00+00
1997,St. Michaels Elementary School,Talbot,2,9/29/21,15:00:00+00
2011,Wellwood International School,Baltimore,2,9/29/21,15:00:00+00
2013,Westminster Elementary School,Carroll,2,9/29/21,15:00:00+00
2018,Yellow Springs Elementary School,Frederick,2,9/29/21,15:00:00+00
2083,Lansdowne High School,Baltimore,2,9/29/21,15:00:00+00
2181,Accident Elementary School,Garrett,2,10/6/21,15:00:00+00
2183,Alphabet Education Inc at Mary B Neal Elementary,Charles,2,10/6/21,15:00:00+00
2184,Annapolis Area Christian School - Lower School Annapolis,Anne Arundel,2,10/6/21,15:00:00+00
2185,Annapolis Area Christian School -Severn Campus Lower School,Anne Arundel,2,10/6/21,15:00:00+00
2189,Bethel Christian Academy,Howard,2,10/6/21,15:00:00+00
2190,Bethesda-Chevy Chase High School,Montgomery,2,10/6/21,15:00:00+00
2191,Bodkin Elementary School,Anne Arundel,2,10/6/21,15:00:00+00
2194,Bridgeway Elementary School,Anne Arundel,2,10/6/21,15:00:00+00
2196,Brooklyn Park Middle School,Anne Arundel,2,10/6/21,15:00:00+00
2198,Buckingham Elementary School,Worcester,2,10/6/21,15:00:00+00
2211,Clarksville Elementary,Howard,2,10/6/21,15:00:00+00
2213,Clemens Crossing Elementary School,Howard,2,10/6/21,15:00:00+00
2214,Cockeysville Middle School,Baltimore,2,10/6/21,15:00:00+00
2219,Crofton Middle School,Anne Arundel,2,10/6/21,15:00:00+00
2220,Crofton Woods Elementary School,Anne Arundel,2,10/6/21,15:00:00+00
2225,Dulaney High School,Baltimore,2,10/6/21,15:00:00+00
2226,Dynard Elementary School,St. Mary's,2,10/6/21,15:00:00+00
2228,Ebb Valley Elementary School,Carroll,2,10/6/21,15:00:00+00
2232,Forbush School at Hunt Valley (Sheppard Pratt),Baltimore,2,10/6/21,15:00:00+00
2235,Gilpin Manor Elementary School,Cecil,2,10/6/21,15:00:00+00
2237,Grange Elementary School,Baltimore,2,10/6/21,15:00:00+00
2239,Greenview Knolls Elementary School,St. Mary's,2,10/6/21,15:00:00+00
2241,Halethorpe Elementary School,Baltimore,2,10/6/21,15:00:00+00
2245,Havre de Grace High School,Harford,2,10/6/21,15:00:00+00
2246,High Point Elementary School,Anne Arundel,2,10/6/21,15:00:00+00
2250,Jemicy School,Baltimore,2,10/6/21,15:00:00+00
2251,John Archer School,Harford,2,10/6/21,15:00:00+00
2262,Lexington Park Elementary School,St. Mary's,2,10/6/21,15:00:00+00
2271,McDonogh School,Baltimore,2,10/6/21,15:00:00+00
2273,Middletown High School,Frederick,2,10/6/21,15:00:00+00
2276,Mount Airy Middle School,Carroll,2,10/6/21,15:00:00+00
2283,North County High School,Anne Arundel,2,10/6/21,15:00:00+00
2293,Oakleigh Elementary School,Baltimore,2,10/6/21,15:00:00+00
2294,Oakville Elementary School,St. Mary's,2,10/6/21,15:00:00+00
2296,Old Mill High School,Anne Arundel,2,10/6/21,15:00:00+00
2308,Pretty Boy Elementary,Baltimore,2,10/6/21,15:00:00+00
2316,Shiloh Middle School,Carroll,2,10/6/21,15:00:00+00
2329,St. Mary's School,Charles,2,10/6/21,15:00:00+00
2330,St. Michaels Elementary School,Talbot,2,10/6/21,15:00:00+00
2339,The John Carroll School,Harford,2,10/6/21,15:00:00+00
2352,Woodbridge Elementary,Baltimore,2,10/6/21,15:00:00+00
2527,Accident Elementary School,Garrett,2,10/13/21,15:00:00+00
2529,Alphabet Education Inc at Mary B Neal Elementary,Charles,2,10/13/21,15:00:00+00
2535,Bethesda-Chevy Chase High School,Montgomery,2,10/13/21,15:00:00+00
2539,Bridgeway Elementary School,Anne Arundel,2,10/13/21,15:00:00+00
2556,Cockeysville Middle School,Baltimore,2,10/13/21,15:00:00+00
2560,Crofton Middle School,Anne Arundel,2,10/13/21,15:00:00+00
2577,Garrison Forrest School,Baltimore,2,10/13/21,15:00:00+00
2578,Gilpin Manor Elementary School,Cecil,2,10/13/21,15:00:00+00
2582,Halethorpe Elementary School,Baltimore,2,10/13/21,15:00:00+00
2586,Havre de Grace High School,Harford,2,10/13/21,15:00:00+00
2587,Hickory Elementary School,Harford,2,10/13/21,15:00:00+00
2591,John Archer School,Harford,2,10/13/21,15:00:00+00
2597,Lexington Park Elementary School,St. Mary's,2,10/13/21,15:00:00+00
2607,Monocacy Valley Montessori Public Charter School,Frederick,2,10/13/21,15:00:00+00
2609,Mount Airy Middle School,Carroll,2,10/13/21,15:00:00+00
2612,North Bend Elementary School,Harford,2,10/13/21,15:00:00+00
2616,North East Elementary School,Cecil,2,10/13/21,15:00:00+00
2623,Oakleigh Elementary School,Baltimore,2,10/13/21,15:00:00+00
2630,Patuxent Appeal Elementary School,Calvert,2,10/13/21,15:00:00+00
2640,Pretty Boy Elementary,Baltimore,2,10/13/21,15:00:00+00
2646,Shiloh Middle School,Carroll,2,10/13/21,15:00:00+00
2651,South River High School,Anne Arundel,2,10/13/21,15:00:00+00
2657,St. Mary's School,Charles,2,10/13/21,15:00:00+00
2658,St. Michaels Elementary School,Talbot,2,10/13/21,15:00:00+00
2659,St. Michael's School,St. Mary's,2,10/13/21,15:00:00+00
2670,The John Carroll School,Harford,2,10/13/21,15:00:00+00
2678,West Side Elementary,Allegany,2,10/13/21,15:00:00+00
2681,William Winchester Elementary School,Carroll,2,10/13/21,15:00:00+00
2683,Windsor Farm Elementary School,Anne Arundel,2,10/13/21,15:00:00+00
2684,Woodbridge Elementary,Baltimore,2,10/13/21,15:00:00+00
2685,Woodside Elementary School,Anne Arundel,2,10/13/21,15:00:00+00
2688,Alphabet Education Inc at Mary B Neal Elementary,Charles,2,10/20/21,15:00:00+00
2692,Arundel High School,Anne Arundel,2,10/20/21,15:00:00+00
2694,Barstow Elementary School,Calvert,2,10/20/21,15:00:00+00
2705,Cash Valley Elementary School,Allegany,2,10/20/21,15:00:00+00
2719,Edgemere Elementary School,Baltimore,2,10/20/21,15:00:00+00
2721,Fallston High School,Harford,2,10/20/21,15:00:00+00
2727,Garnet Elementary School,Kent,2,10/20/21,15:00:00+00
2728,Gilpin Manor Elementary School,Cecil,2,10/20/21,15:00:00+00
2736,Honeygo Elementary School,Baltimore,2,10/20/21,15:00:00+00
2744,Lexington Park Elementary School,St. Mary's,2,10/20/21,15:00:00+00
2753,Mount Airy Middle School,Carroll,2,10/20/21,15:00:00+00
2755,North Bend Elementary School,Harford,2,10/20/21,15:00:00+00
2759,North East Elementary School,Cecil,2,10/20/21,15:00:00+00
2766,Oakland Mills Middle School,Howard,2,10/20/21,15:00:00+00
2768,Odenton Elementary School,Anne Arundel,2,10/20/21,15:00:00+00
2783,Shiloh Middle School,Carroll,2,10/20/21,15:00:00+00
2789,South River High School,Anne Arundel,2,10/20/21,15:00:00+00
2793,Sparrows Point Middle School,Baltimore,2,10/20/21,15:00:00+00
2799,St. Mary's School,Charles,2,10/20/21,15:00:00+00
2800,St. Michaels Elementary School,Talbot,2,10/20/21,15:00:00+00
2801,St. Michael's School,St. Mary's,2,10/20/21,15:00:00+00
2806,Sussex Elementary School,Baltimore,2,10/20/21,15:00:00+00
2810,Town Creek Elementary School,St. Mary's,2,10/20/21,15:00:00+00
2811,Villa Cresta Elementary School,Baltimore,2,10/20/21,15:00:00+00
2815,West Side Elementary School,Allegany,2,10/20/21,15:00:00+00
2818,Wiley H. Bates Middle School,Anne Arundel,2,10/20/21,15:00:00+00
2821,Windsor Farm Elementary School,Anne Arundel,2,10/20/21,15:00:00+00
396,The Young School at Kendall Ridge,Howard,1,1/20/21,15:00:00+00
442,Oldfields School,Baltimore,1,1/27/21,15:00:00+00
2671,Thomson Estates Elementary School,Cecil,1,10/13/21,15:00:00+00
